,1454.5729,2001.771,760.5483,,,,,,,,,,,,,,,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,19.3974,,,,,,,,,,,,,,,,90,0,-15.7554,-3.4785,1632.5321,1452.32,271.1019,1632.5321,1471.2264,275.276
1,Line,19.5314,,,,,,,,,,,,,,,,90,0,-15.8642,-3.5025,1631.8115,1452.6438,269.3935,1631.8115,1471.6808,273.5964
1,Line,12.1075,,,,,,,,,,,,,,,,90,0,-10.0018,-1.1793,1622.9969,1321.9346,527.8334,1622.9969,1333.9367,529.2486
1,Line,12.0698,,,,,,,,,,,,,,,,90,0,-9.9706,-1.1756,1624.8279,1322.0068,527.4,1624.8279,1333.9715,528.8107
1,Line,11.8182,,,,,,,,,,,,,,,,90,0,-9.7628,-1.1511,1629.6048,1322.4873,524.5136,1629.6048,1334.2027,525.895
1,Line,19.9352,,,,,,,,,,,,,,,,90,0,-16.1922,-3.5749,1626.5675,1453.62,264.2435,1626.5675,1473.0506,268.5333
1,Line,11.9233,,,,,,,,,,,,,,,,90,0,-9.8496,-1.1614,1628.173,1322.2866,525.7194,1628.173,1334.1061,527.113
1,Line,12.0777,,,,,,,,,,,,,,,,90,0,-9.0517,-4.3581,1621.1198,1276.3229,512.6607,1621.1198,1287.185,517.8904
1,Line,12.1202,,,,,,,,,,,,,,,,90,0,10.0122,1.1805,1621.1198,1333.9251,529.3957,1621.1198,1321.9104,527.9791
1,Line,15.0531,,,,,,,,,,,,,,,,104,0,-1.1105,-12.4716,1632.5321,1602.8501,379.4079,1632.5321,1604.1827,394.3737
1,Line,14.4552,,,,,,,,,,,,,,,,90,0,12.0017,-0.7297,1621.1198,1354.3456,263.4531,1621.1198,1339.9436,264.3287
1,Line,1.9203,,,,,,,,,,,,,,,,112,0.6005,-1.4594,0.2497,1632.5321,1602.8501,379.4079,1631.8115,1604.6013,379.1082
1,Line,19.6876,,,,,,,,,,,,,,,,90,0,-14.2515,-8.0665,1629.6048,1527.5478,291.7642,1629.6048,1544.6496,301.444
1,Line,19.7813,,,,,,,,,,,,,,,,90,0,-14.3194,-8.105,1628.173,1528.1296,290.684,1628.173,1545.3129,300.41
1,Line,19.5777,,,,,,,,,,,,,,,,90,0,-14.172,-8.0215,1630.8277,1526.8666,293.0289,1630.8277,1543.8731,302.6547
1,Line,19.3212,,,,,,,,,,,,,,,,90,0,-13.9863,-7.9164,1632.5321,1525.2751,295.9836,1632.5321,1542.0587,305.4833
1,Line,19.4546,,,,,,,,,,,,,,,,90,0,-14.0829,-7.9711,1631.8115,1526.1028,294.447,1631.8115,1543.0023,304.0123
1,Line,14.453,,,,,,,,,,,,,,,,90,0,11.5198,-3.4384,1637.726,1536.1179,349.1778,1637.726,1522.2942,353.304
1,Line,14.292,,,,,,,,,,,,,,,,90,0,11.3914,-3.4001,1638.4419,1536.2155,349.7856,1638.4419,1522.5458,353.8658
1,Line,14.5825,,,,,,,,,,,,,,,,90,0,11.623,-3.4693,1636.9232,1536.0394,348.6888,1636.9232,1522.0918,352.8519
1,Line,0.174,,,,,,,,,,,,,,,,178,-0.1449,0.0037,-0.0031,1631.1162,1600.3698,395.4549,1631.29,1600.3654,395.4586
1,Line,14.6774,,,,,,,,,,,,,,,,90,0,11.6986,-3.4918,1636.0534,1535.9819,348.3307,1636.0534,1521.9436,352.5209
1,Line,12.7569,,,,,,,,,,,,,,,,91,0,5.7395,8.9248,1621.1198,1230.0042,472.8226,1621.1198,1223.1168,462.1129
1,Line,20.0359,,,,,,,,,,,,,,,,90,0,16.274,3.5929,1621.1198,1473.3923,267.2706,1621.1198,1453.8635,262.959
1,Line,13.663,,,,,,,,,,,,,,,,90,0,10.8902,-3.2505,1639.9055,1536.5966,352.1599,1639.9055,1523.5284,356.0605
1,Line,14.1035,,,,,,,,,,,,,,,,90,0,11.2412,-3.3553,1639.0533,1536.3297,350.4973,1639.0533,1522.8403,354.5236
1,Line,13.8921,,,,,,,,,,,,,,,,90,0,11.0727,-3.305,1639.5452,1536.4578,351.2953,1639.5452,1523.1706,355.2613
1,Line,14.1081,,,,,,,,,,,,,,,,90,0,-11.5961,1.801,1629.6048,1326.4198,269.981,1629.6048,1340.3352,267.8198
1,Line,33.2872,,,,,,,,,,,,,,,,90,0,27.5034,3.1946,1292.599,1449.6069,502.8759,1292.599,1416.6028,499.0424
1,Line,26.3457,,,,,,,,,,,,,,,,90,0,12.6141,17.9195,1296.8825,1144.5562,492.6847,1296.8825,1129.4193,471.1812
1,Line,33.1733,,,,,,,,,,,,,,,,90,0,27.4094,3.1836,1291.5552,1449.6003,502.4407,1291.5552,1416.7091,498.6203
1,Line,33.0806,,,,,,,,,,,,,,,,90,0,27.3327,3.1747,1289.3303,1449.5949,502.0859,1289.3303,1416.7957,498.2763
1,Line,33.1039,,,,,,,,,,,,,,,,90,0,27.352,3.177,1290.4566,1449.5962,502.1752,1290.4566,1416.7739,498.3628
1,Line,95.3288,,,,,,,,,,,,,,,,90,0,-78.288,12.5945,1302.6036,1278.9017,233.8495,1302.6036,1372.8473,218.7361
1,Line,33.2872,,,,,,,,,,,,,,,,89,0,-16.5183,22.2209,1292.599,1336.4805,313.669,1292.599,1356.3025,287.004
1,Line,33.6358,,,,,,,,,,,,,,,,90,0,27.7915,3.228,1294.4213,1449.6273,504.2088,1294.4213,1416.2775,500.3351
1,Line,26.174,,,,,,,,,,,,,,,,90,0,12.5319,17.8028,1296.6188,1145.4036,491.9835,1296.6188,1130.3653,470.6201
1,Line,33.4426,,,,,,,,,,,,,,,,90,0,27.6318,3.2095,1293.5623,1449.616,503.4701,1293.5623,1416.4578,499.6188
1,Line,34.6798,,,,,,,,,,,,,,,,90,0,28.654,3.3282,1296.4415,1449.6882,508.1999,1296.4415,1415.3034,504.2061
1,Line,26.6592,,,,,,,,,,,,,,,,90,0,12.7642,18.1328,1297.9051,1143.008,493.9658,1297.9051,1127.6909,472.2064
1,Line,26.7935,,,,,,,,,,,,,,,,90,0,12.8285,18.2241,1298.6389,1142.3453,494.5142,1298.6389,1126.9511,472.6453
1,Line,33.0806,,,,,,,,,,,,,,,,89,0,-16.4158,22.0829,1289.3303,1337.1707,314.0536,1289.3303,1356.8697,287.5541
1,Line,33.1039,,,,,,,,,,,,,,,,89,0,-16.4274,22.0985,1290.4566,1337.0928,314.0101,1290.4566,1356.8056,287.4919
1,Line,94.2956,,,,,,,,,,,,,,,,90,0,-77.4395,12.458,1299.498,1279.8327,235.0003,1299.498,1372.7601,220.0507
1,Line,93.7063,,,,,,,,,,,,,,,,90,0,-76.9555,12.3802,1298.6389,1280.3637,235.6567,1298.6389,1372.7104,220.8005
1,Line,3.4172,,,,,,,,,,,,,,,,91,0,1.2939,2.5308,1298.6389,1580.7705,319.3043,1298.6389,1579.2178,316.2674
1,Line,26.5087,,,,,,,,,,,,,,,,90,0,12.6922,18.0305,1297.3148,1143.751,493.3509,1297.3148,1128.5204,471.7144
1,Line,4.8214,,,,,,,,,,,,,,,,91,0,1.8256,3.5708,1299.498,1582.0008,320.1018,1299.498,1579.8101,315.8168
1,Line,15.6544,,,,,,,,,,,,,,,,90,0,10.5974,-7.5662,1296.6188,1574.9779,462.3868,1296.6188,1562.2611,471.4663
1,Line,15.462,,,,,,,,,,,,,,,,90,0,-10.4672,7.4733,1296.5301,1561.6857,470.4957,1296.5301,1574.2463,461.5278
1,Line,34.6798,,,,,,,,,,,,,,,,89,0,-17.2094,23.1505,1296.4415,1331.8291,311.0774,1296.4415,1352.4803,283.2968
1,Line,15.842,,,,,,,,,,,,,,,,90,0,10.7244,-7.6569,1296.8825,1575.6916,463.2246,1296.8825,1562.8223,472.4129
1,Line,17.2796,,,,,,,,,,,,,,,,90,0,12.5481,-7.0094,1301.505,1180.77,270.1821,1301.505,1165.7122,278.5934
1,Line,17.1166,,,,,,,,,,,,,,,,90,0,12.4298,-6.9433,1298.6389,1181.5578,271.7502,1298.6389,1166.642,280.0821
1,Line,33.1039,,,,,,,,,,,,,,,,95,0,4.0104,27.2417,1290.4566,1325.9152,410.2383,1290.4566,1321.1027,377.5484
1,Line,17.1847,,,,,,,,,,,,,,,,90,0,12.4792,-6.9709,1299.498,1181.2287,271.0951,1299.498,1166.2536,279.4602
1,Line,17.2395,,,,,,,,,,,,,,,,90,0,12.519,-6.9931,1300.4613,1180.9639,270.5681,1300.4613,1165.9411,278.9598
1,Line,33.0806,,,,,,,,,,,,,,,,95,0,4.0076,27.2225,1289.3303,1326.0011,410.2139,1289.3303,1321.1919,377.547
1,Line,95.117,,,,,,,,,,,,,,,,90,0,-78.114,12.5665,1301.505,1279.0926,234.0855,1301.505,1372.8294,219.0056
1,Line,94.7697,,,,,,,,,,,,,,,,90,0,-77.8289,12.5207,1300.4613,1279.4055,234.4722,1300.4613,1372.8001,219.4474
1,Line,16.1847,,,,,,,,,,,,,,,,90,0,10.9564,-7.8226,1297.9051,1576.9954,464.7554,1297.9051,1563.8477,474.1425
1,Line,33.4426,,,,,,,,,,,,,,,,89,0,-16.5955,22.3246,1293.5623,1335.9614,313.3798,1293.5623,1355.8759,286.5902
1,Line,15.2796,,,,,,,,,,,,,,,,89,0,-5.3519,11.5275,1296.5301,1593.7951,438.0343,1296.5301,1600.2174,424.2012
1,Line,34.3905,,,,,,,,,,,,,,,,89,0,-17.0659,22.9574,1296.1777,1332.7953,311.6157,1296.1777,1353.2743,284.0669
1,Line,17.3041,,,,,,,,,,,,,,,,90,0,12.5659,-7.0193,1302.6036,1180.6517,269.9466,1302.6036,1165.5726,278.3698
1,Line,16.396,,,,,,,,,,,,,,,,89,0,5.743,-12.3698,1300.4613,1606.2607,426.3909,1300.4613,1599.3691,441.2347
1,Line,16.0202,,,,,,,,,,,,,,,,90,0,10.845,-7.7431,1297.3148,1576.3696,464.0207,1297.3148,1563.3556,473.3124
1,Line,17.3123,,,,,,,,,,,,,,,,90,0,12.5718,-7.0226,1303.7299,1180.6119,269.8675,1303.7299,1165.5257,278.2947
1,Line,26.9081,,,,,,,,,,,,,,,,90,0,12.8834,18.3021,1299.498,1141.7793,494.9826,1299.498,1126.3193,473.02
1,Line,1.8834,,,,,,,,,,,,,,,,175,-1.3379,0.1556,0.8041,1626.5675,1423.3182,518.9699,1628.173,1423.1315,518.0049
1,Line,16.5165,,,,,,,,,,,,,,,,90,0,13.4762,-2.6715,1626.5675,1439.4896,515.764,1626.5675,1423.3182,518.9699
1,Line,16.5342,,,,,,,,,,,,,,,,90,0,13.4906,-2.6744,1624.8279,1439.6437,516.4673,1624.8279,1423.4549,519.6766
1,Line,16.545,,,,,,,,,,,,,,,,90,0,13.4995,-2.6761,1622.9969,1439.7377,516.8963,1622.9969,1423.5383,520.1077
1,Line,1.8832,,,,,,,,,,,,,,,,177,-1.4497,0.1139,0.5889,1624.8279,1423.4549,519.6766,1626.5675,1423.3182,518.9699
1,Line,16.4621,,,,,,,,,,,,,,,,90,0,13.4318,-2.6627,1629.6048,1439.0177,513.6103,1629.6048,1422.8995,516.8056
1,Line,1.8841,,,,,,,,,,,,,,,,168,-0.8199,0.2539,1.3122,1630.8277,1422.6278,515.4013,1631.8115,1422.3232,513.8267
1,Line,1.8839,,,,,,,,,,,,,,,,171,-1.0191,0.2264,1.1702,1629.6048,1422.8995,516.8056,1630.8277,1422.6278,515.4013
1,Line,1.8836,,,,,,,,,,,,,,,,173,-1.1932,0.1934,0.9995,1628.173,1423.1315,518.0049,1629.6048,1422.8995,516.8056
1,Line,16.4922,,,,,,,,,,,,,,,,90,0,13.4564,-2.6676,1628.173,1439.2792,514.8038,1628.173,1423.1315,518.0049
1,Line,13.8131,,,,,,,,,,,,,,,,90,0,-11.3537,1.7633,1631.8115,1327.0492,272.9528,1631.8115,1340.6736,270.8368
1,Line,1.8855,,,,,,,,,,,,,,,,12,-0.3663,-0.17,-1.5156,1632.5321,1340.8674,272.5648,1632.9717,1341.0714,274.3835
1,Line,1.8852,,,,,,,,,,,,,,,,7,-0.6005,-0.1615,-1.44,1631.8115,1340.6736,270.8368,1632.5321,1340.8674,272.5648
1,Line,1.8849,,,,,,,,,,,,,,,,5,-0.8199,-0.1491,-1.329,1630.8277,1340.4947,269.2421,1631.8115,1340.6736,270.8368
1,Line,13.969,,,,,,,,,,,,,,,,90,0,-11.4818,1.7832,1630.8277,1326.7165,271.382,1630.8277,1340.4947,269.2421
1,Line,1.883,,,,,,,,,,,,,,,,179,-1.5643,0.0234,0.1207,1621.1198,1423.5663,520.2526,1622.9969,1423.5383,520.1077
1,Line,1.8831,,,,,,,,,,,,,,,,178,-1.5258,0.0695,0.3593,1622.9969,1423.5383,520.1077,1624.8279,1423.4549,519.6766
1,Line,13.4664,,,,,,,,,,,,,,,,90,0,-11.0687,1.7191,1632.9717,1327.789,276.4464,1632.9717,1341.0714,274.3835
1,Line,13.6442,,,,,,,,,,,,,,,,90,0,-11.2148,1.7418,1632.5321,1327.4096,274.655,1632.5321,1340.8674,272.5648
1,Line,1.8856,,,,,,,,,,,,,,,,35,-0.1231,-0.1743,-1.5538,1632.9717,1341.0714,274.3835,1633.1194,1341.2805,276.2481
1,Line,27.1091,,,,,,,,,,,,,,,,90,0,12.9796,18.4388,1302.6036,1140.7871,495.8037,1302.6036,1125.2115,473.6771
1,Line,27.0679,,,,,,,,,,,,,,,,90,0,12.9599,18.4108,1301.505,1140.9905,495.6353,1301.505,1125.4386,473.5424
1,Line,15.7806,,,,,,,,,,,,,,,,89,0,9.9189,-8.5972,1302.6036,1152.0819,287.7397,1302.6036,1140.1791,298.0563
1,Line,92.2426,,,,,,,,,,,,,,,,90,0,-75.7535,12.1868,1297.3148,1281.6826,237.2869,1297.3148,1372.5868,222.6628
1,Line,91.4043,,,,,,,,,,,,,,,,90,0,-75.065,12.076,1296.8825,1282.438,238.2207,1296.8825,1372.516,223.7294
1,Line,33.1733,,,,,,,,,,,,,,,,89,0,-16.4618,22.1449,1291.5552,1336.8608,313.8809,1291.5552,1356.615,287.3071
1,Line,2.0681,,,,,,,,,,,,,,,,91,0,-0.7831,-1.5316,1296.8825,1575.9646,316.1892,1296.8825,1576.9043,318.0271
1,Line,0.7415,,,,,,,,,,,,,,,,91,0,-0.2808,-0.5492,1296.6188,1575.6807,318.0426,1296.6188,1576.0176,318.7017
1,Line,27.0003,,,,,,,,,,,,,,,,90,0,12.9275,18.3648,1300.4613,1141.324,495.3594,1300.4613,1125.811,473.3216
1,Line,3.429,,,,,,,,,,,,,,,,91,0,-1.2984,-2.5395,1296.6188,1574.1226,314.9952,1296.6188,1575.6807,318.0426
1,Line,1.7731,,,,,,,,,,,,,,,,91,0,0.6714,1.3131,1297.9051,1579.33,318.3706,1297.9051,1578.5244,316.7948
1,Line,1.809,,,,,,,,,,,,,,,,91,0,0.685,1.3398,1296.5301,1575.1085,319.3932,1296.5301,1574.2865,317.7855
1,Line,16.3873,,,,,,,,,,,,,,,,90,0,13.3708,-2.6506,1631.8115,1438.3682,510.646,1631.8115,1422.3232,513.8267
1,Line,16.4269,,,,,,,,,,,,,,,,90,0,13.4031,-2.657,1630.8277,1438.7115,512.2129,1630.8277,1422.6278,515.4013
1,Line,1.8843,,,,,,,,,,,,,,,,163,-0.6005,0.2751,1.4218,1631.8115,1422.3232,513.8267,1632.5321,1421.9931,512.1206
1,Line,90.522,,,,,,,,,,,,,,,,90,0,-74.3404,11.9595,1296.6188,1283.2331,239.2034,1296.6188,1372.4416,224.8521
1,Line,15.7904,,,,,,,,,,,,,,,,89,0,9.9251,-8.6025,1303.7299,1152.0275,287.6698,1303.7299,1140.1173,297.9928
1,Line,34.3905,,,,,,,,,,,,,,,,90,0,28.415,3.3004,1296.1777,1449.6713,507.094,1296.1777,1415.5733,503.1335
1,Line,93.0163,,,,,,,,,,,,,,,,90,0,-76.3889,12.289,1297.9051,1280.9855,236.4252,1297.9051,1372.6521,221.6784
1,Line,15.3531,,,,,,,,,,,,,,,,89,0,9.6503,-8.3643,1297.3148,1154.4387,290.7727,1297.3148,1142.8584,300.8098
1,Line,24,,,,,,,,,,,,,,,,180,-19.9994,0,0,1303.7299,1599.9185,347.1326,1327.7291,1599.9185,347.1326
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1599.9185,347.1326,1554.5219,1599.9185,347.1326
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1590.4293,333.572,1554.5219,1590.4293,333.572
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1588.6264,332.7612,1554.5219,1588.6264,332.7612
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1589.02,332.1547,1554.5219,1589.02,332.1547
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1612.6559,394.3623,1554.5219,1612.6559,394.3623
1,Line,24,,,,,,,,,,,,,,,,180,-19.9994,0,0,1303.7299,1611.243,410.7488,1327.7291,1611.243,410.7488
1,Line,24,,,,,,,,,,,,,,,,180,-19.9994,0,0,1303.7299,1612.6559,394.3623,1327.7291,1612.6559,394.3623
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1606.9094,362.0812,1554.5219,1606.9094,362.0812
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1611.1971,377.9797,1554.5219,1611.1971,377.9797
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1582.1913,335.0422,1554.5219,1582.1913,335.0422
1,Line,24,,,,,,,,,,,,,,,,180,-19.9994,0,0,1303.7299,1583.9712,335.1349,1327.7291,1583.9712,335.1349
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1580.4961,334.492,1554.5219,1580.4961,334.492
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1577.808,332.1976,1554.5219,1577.808,332.1976
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1579.001,333.5217,1554.5219,1579.001,333.5217
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1587.3023,333.9541,1554.5219,1587.3023,333.9541
1,Line,0.7243,,,,,,,,,,,,,,,,89,0,0.328,-0.5054,1327.7291,1589.02,332.1547,1327.7291,1588.6264,332.7612
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1585.7145,334.7638,1554.5219,1585.7145,334.7638
1,Line,1.7856,,,,,,,,,,,,,,,,90,0,1.4527,-0.3093,1327.7291,1585.7145,334.7638,1327.7291,1583.9712,335.1349
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1583.9712,335.1349,1554.5219,1583.9712,335.1349
1,Line,2.0475,,,,,,,,,,,,,,,,90,0,1.459,0.8787,1594.1685,1429.2382,520.113,1594.1685,1427.4874,519.0586
1,Line,1.9213,,,,,,,,,,,,,,,,112,-0.6005,1.4814,-0.002,1631.8115,1605.9604,394.3713,1632.5321,1604.1827,394.3737
1,Line,0.4132,,,,,,,,,,,,,,,,90,0,0.2944,0.1773,1592.4289,1429.6093,519.4968,1592.4289,1429.2559,519.2841
1,Line,0.7805,,,,,,,,,,,,,,,,172,0.6324,-0.0782,0.1298,1592.4289,1429.6093,519.4968,1591.67,1429.7031,519.3411
1,Line,1.883,,,,,,,,,,,,,,,,167,1.4497,-0.3092,0.5135,1594.1685,1429.2382,520.113,1592.4289,1429.6093,519.4968
1,Line,3.8515,,,,,,,,,,,,,,,,75,0.0014,-0.0999,-3.202,1639.5452,1597.4399,399.8452,1639.5436,1597.5598,403.6876
1,Line,15.0529,,,,,,,,,,,,,,,,87,0,1.0756,-12.4745,1632.5321,1604.1827,394.3737,1632.5321,1602.892,409.3431
1,Line,3.0451,,,,,,,,,,,,,,,,107,-0.089,0.0734,-2.5302,1639.0533,1598.1213,395.1935,1639.1601,1598.0332,398.2298
1,Line,1.9253,,,,,,,,,,,,,,,,103,-0.3663,1.5592,-0.0021,1632.5321,1604.1827,394.3737,1632.9717,1602.3116,394.3762
1,Line,3.4055,,,,,,,,,,,,,,,,112,0.1611,-0.1823,2.8221,1639.2466,1597.9026,398.5801,1639.0533,1598.1213,395.1935
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1590.5998,455.2123,1554.5219,1590.5998,455.2123
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1578.9234,467.0189,1554.5219,1578.9234,467.0189
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1600.0509,441.6262,1554.5219,1600.0509,441.6262
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1611.243,410.7488,1554.5219,1611.243,410.7488
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1606.9999,426.6588,1554.5219,1606.9999,426.6588
1,Line,0.8831,,,,,,,,,,,,,,,,150,-0.6324,0.3726,0.0475,1591.67,1429.7031,519.3411,1592.4289,1429.2559,519.2841
1,Line,1.2475,,,,,,,,,,,,,,,,150,-0.8934,0.5264,0.0671,1590.598,1430.3348,519.4216,1591.67,1429.7031,519.3411
1,Line,96.4465,,,,,,,,,,,,,,,,90,0,-76.9096,22.8219,1592.4289,1336.9644,546.6703,1592.4289,1429.2559,519.2841
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1565.3639,476.6999,1554.5219,1565.3639,476.6999
1,Line,20.4,,,,,,,,,,,,,,,,180,16.9995,0,0,1621.1198,1217.6892,352.2702,1600.7204,1217.6892,352.2702
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1576.9983,330.6099,1554.5219,1576.9983,330.6099
1,Line,34.08,,,,,,,,,,,,,,,,180,-28.3991,0,0,1332.049,1183.6606,298.3139,1366.1279,1183.6606,298.3139
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1213.6853,300.6904,1554.5219,1213.6853,300.6904
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1213.6853,329.9159,1554.5219,1213.6853,329.9159
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1131.7456,334.0785,1554.5219,1131.7456,334.0785
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1138.7034,329.9159,1554.5219,1138.7034,329.9159
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1442.462,511.5622,1554.5219,1442.462,511.5622
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1441.9573,509.529,1554.5219,1441.9573,509.529
1,Line,188.4,,,,,,,,,,,,,,,,180,-156.995,0,0,1366.1279,1183.6606,298.3139,1554.5219,1183.6606,298.3139
1,Line,188.4,,,,,,,,,,,,,,,,180,-156.995,0,0,1366.1279,1185.0545,294.47,1554.5219,1185.0545,294.47
1,Arc,8.1959,1.0357,1366.1279,1142.9083,281.3631,44.2185,157,11,,,,,,,,,,,,,,,,,,
1,Line,7.68,,,,,,,,,,,,,,,,180,6.3998,0,0,1339.7287,1101.9887,380.6264,1332.049,1101.9887,380.6264
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1103.7711,372.717,1554.5219,1103.7711,372.717
1,Line,193.8,,,,,,,,,,,,,,,,180,-161.4949,0,0,1360.7281,1113.1785,449.4333,1554.5219,1113.1785,449.4333
1,Line,193.8,,,,,,,,,,,,,,,,180,-161.4949,0,0,1360.7281,1159.5509,515.3097,1554.5219,1159.5509,515.3097
1,Line,193.8,,,,,,,,,,,,,,,,180,-161.4949,0,0,1360.7281,1125.1352,473.7224,1554.5219,1125.1352,473.7224
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1119.4975,344.664,1554.5219,1119.4975,344.664
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1125.315,339.0166,1554.5219,1125.315,339.0166
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1114.3709,350.9454,1554.5219,1114.3709,350.9454
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1106.4548,365.0663,1554.5219,1106.4548,365.0663
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1110.0039,357.7766,1554.5219,1110.0039,357.7766
1,Line,4.32,,,,,,,,,,,,,,,,180,3.5999,0,0,1332.049,1426.5663,519.6578,1327.7291,1426.5663,519.6578
1,Line,30.84,,,,,,,,,,,,,,,,180,25.6992,0,0,1358.5681,1429.9117,518.9947,1327.7291,1429.9117,518.9947
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1427.0176,515.3959,1554.5219,1427.0176,515.3959
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1426.5129,513.3627,1554.5219,1426.5129,513.3627
1,Line,13.1899,,,,,,,,,,,,,,,,180,-10.9912,0,0,1541.3324,1428.0314,517.2293,1554.5219,1428.0314,517.2293
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1576.7199,327.0868,1554.5219,1576.7199,327.0868
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1576.6272,328.8666,1554.5219,1576.6272,328.8666
1,Line,226.8,,,,,,,,,,,,,,,,180,-188.994,0,0,1327.7291,1577.2701,325.3916,1554.5219,1577.2701,325.3916
1,Line,222.48,,,,,,,,,,,,,,,,180,-185.3941,0,0,1332.049,1579.6023,322.6843,1554.5219,1579.6023,322.6843
1,Line,0.0425,,,,,,,,,,,,,,,,90,0,-0.0315,0.016,1327.7291,1579.5645,322.7035,1327.7291,1579.6023,322.6843
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1435.6819,504.5268,1554.5219,1435.6819,504.5268
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1433.5872,504.4881,1554.5219,1433.5872,504.4881
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1437.6951,505.1063,1554.5219,1437.6951,505.1063
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1440.9435,507.6956,1554.5219,1440.9435,507.6956
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1439.4898,506.1872,1554.5219,1439.4898,506.1872
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1427.1312,509.2549,1554.5219,1427.1312,509.2549
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1426.5516,511.2681,1554.5219,1426.5516,511.2681
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1428.212,507.4603,1554.5219,1428.212,507.4603
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1431.5539,504.9928,1554.5219,1431.5539,504.9928
1,Line,193.44,,,,,,,,,,,,,,,,180,-161.1949,0,0,1361.0881,1429.7205,506.0065,1554.5219,1429.7205,506.0065
1,Line,41.64,,,,,,,,,,,,,,,,180,34.6989,0,0,1621.1198,1439.7693,517.0405,1579.4811,1439.7693,517.0405
1,Line,16.1029,,,,,,,,,,,,,,,,92,0,-3.4876,-12.9321,1628.173,1604.7048,362.8559,1628.173,1608.89,378.3745
1,Line,1.9002,,,,,,,,,,,,,,,,140,-1.1932,0.9803,-0.3445,1628.173,1604.7048,362.8559,1629.6048,1603.5285,363.2693
