Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,8.7518,,,,,,,,,,,,175,2.8886,-0.2418,-3.3731,1243.3869,2449.5227,440.1643,1237.7027,2449.9985,446.8019
1,Line,,,,,81.1678,,,,,,,,,,,,100,7.3379,-40.5889,0.3584,1252.1421,2370.1285,447.5072,1237.7027,2449.9985,446.8019
1,Line,,,,,16.1416,,,,,,,,,,,,67,2.6810,6.3857,-4.3958,1229.8684,1983.6639,475.4554,1224.5928,1971.0983,484.1053
1,Line,,,,,13.7654,,,,,,,,,,,,99,0.9976,-6.5373,2.2814,1224.5928,1971.0983,484.1053,1222.6298,1983.9622,479.6161
1,Line,,,,,16.3641,,,,,,,,,,,,64,3.2421,6.5120,-4.0298,1222.6298,1983.9622,479.6161,1216.2500,1971.1481,487.5458
1,Line,,,,,13.9121,,,,,,,,,,,,96,0.6858,-6.6323,2.3507,1216.2500,1971.1481,487.5458,1214.9004,1984.1990,482.9202
1,Line,,,,,81.0573,,,,,,,,,,,,82,-5.4243,-40.8319,0.3640,1220.9121,2132.6133,351.4922,1231.5861,2212.9615,350.7760
1,Line,,,,,80.1962,,,,,,,,,,,,90,0.0000,40.6715,-2.6028,1231.5861,2212.9615,350.7760,1231.5861,2132.9291,355.8977
1,Line,,,,,15.9404,,,,,,,,,,,,72,1.9952,6.1511,-4.8790,1236.2482,1983.2692,469.9485,1232.3222,1971.1653,479.5494
1,Line,,,,,13.3790,,,,,,,,,,,,101,1.2470,-6.3517,2.0805,1232.3222,1971.1653,479.5494,1229.8684,1983.6639,475.4554
1,Line,,,,,13.9272,,,,,,,,,,,,93,0.3117,-6.6234,2.4751,1207.4164,1971.3060,489.7486,1206.8029,1984.3394,484.8782
1,Line,,,,,8.7617,,,,,,,,,,,,138,0.3523,-0.3173,-4.4273,1253.9234,2447.1934,407.6676,1253.2302,2447.8178,416.3795
