Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,7.6320,,,,,,,,,,,,,,79,0.9843,4.9213,-2.2441,877.8628,646.9731,78.3454,876.4964,640.1411,81.4607
1,Line,8.9110,,,,,,,,,,,,,,33,4.2913,2.7559,-3.8976,875.2940,652.7119,22.6516,869.3366,648.8860,28.0625
1,Line,8.9478,,,,,,,,,,,,,,89,0.0394,2.9921,-5.7087,858.5148,650.6896,42.8194,858.4601,646.5358,50.7444
1,Line,4.0743,,,,,,,,,,,,,,119,-1.4173,2.5591,0.2362,856.4926,650.0884,51.0724,858.4601,646.5358,50.7444
1,Line,8.5062,,,,,,,,,,,,,,22,1.3780,0.5512,-5.9449,860.3731,647.3010,42.4915,858.4601,646.5358,50.7444
1,Line,8.6670,,,,,,,,,,,,,,64,1.4173,2.9528,-5.3150,862.3407,651.4001,35.1130,860.3731,647.3010,42.4915
1,Line,3.8786,,,,,,,,,,,,,,119,-1.3386,2.4409,0.2362,858.5148,650.6896,42.8194,860.3731,647.3010,42.4915
1,Line,8.5560,,,,,,,,,,,,,,94,-0.0394,0.5118,-6.1417,858.4601,646.5358,50.7444,858.5148,645.8253,59.2707
1,Line,9.7403,,,,,,,,,,,,,,130,-2.6772,3.1496,-5.6693,856.5472,649.4872,59.4893,860.2638,645.1148,67.3596
1,Line,4.2659,,,,,,,,,,,,,,116,-1.3386,2.7559,0.2362,858.4055,648.9407,67.6876,860.2638,645.1148,67.3596
1,Line,8.3064,,,,,,,,,,,,,,158,-1.2598,0.5118,-5.8268,858.5148,645.8253,59.2707,860.2638,645.1148,67.3596
1,Line,9.4592,,,,,,,,,,,,,,115,-1.4567,3.0709,-5.9055,856.4926,650.0884,51.0724,858.5148,645.8253,59.2707
1,Line,4.1628,,,,,,,,,,,,,,118,-1.4173,2.6378,0.1575,856.5472,649.4872,59.4893,858.5148,645.8253,59.2707
1,Line,5.2029,,,,,,,,,,,,,,1,-3.7008,-0.0394,-0.5906,881.5247,644.1310,86.5983,886.6623,644.1856,87.4182
1,Line,7.2727,,,,,,,,,,,,,,145,-4.2913,2.9921,0.2756,880.7049,648.3394,87.8007,886.6623,644.1856,87.4182
1,Line,4.4530,,,,,,,,,,,,,,101,-0.5906,3.0315,0.8661,880.7049,648.3394,87.8007,881.5247,644.1310,86.5983
1,Line,7.9205,,,,,,,,,,,,,,1,-5.6693,-0.1181,-0.6299,886.6623,644.1856,87.4182,894.5327,644.3496,88.2926
1,Line,9.4408,,,,,,,,,,,,,,154,-6.1024,2.9921,0.2362,886.0611,648.5034,88.6206,894.5327,644.3496,88.2926
1,Line,4.5222,,,,,,,,,,,,,,98,0.4331,-3.1102,-0.8661,886.6623,644.1856,87.4182,886.0611,648.5034,88.6206
1,Line,3.6976,,,,,,,,,,,,,,117,-1.2205,2.3622,0.1575,862.3407,651.4001,35.1130,864.0350,648.1208,34.8944
1,Line,8.4733,,,,,,,,,,,,,,13,2.6378,0.5906,-5.4724,864.0350,648.1208,34.8944,860.3731,647.3010,42.4915
1,Line,8.6186,,,,,,,,,,,,,,45,2.7953,2.8346,-4.7638,867.9155,652.0560,28.2811,864.0350,648.1208,34.8944
1,Line,3.4808,,,,,,,,,,,,,,114,-1.0236,2.2835,0.1575,867.9155,652.0560,28.2811,869.3366,648.8860,28.0625
1,Line,8.6814,,,,,,,,,,,,,,8,3.8189,0.5512,-4.9213,869.3366,648.8860,28.0625,864.0350,648.1208,34.8944
1,Line,6.3839,,,,,,,,,,,,,,177,2.1654,-0.1181,4.0551,867.4236,640.7970,72.4426,864.4176,640.9610,66.8131
1,Line,8.2502,,,,,,,,,,,,,,128,-3.0315,3.8976,3.3071,877.7535,650.8536,28.8823,881.9619,645.4427,24.2912
1,Line,6.2427,,,,,,,,,,,,,,81,-0.6693,-4.1732,-1.5354,881.9619,645.4427,24.2912,882.8911,651.2362,26.4228
1,Line,6.3902,,,,,,,,,,,,,,3,-4.0551,-0.2362,2.1654,876.3324,645.1148,27.2973,881.9619,645.4427,24.2912
1,Line,6.1927,,,,,,,,,,,,,,86,-0.2756,-4.1339,-1.6535,888.0833,645.8253,22.4330,888.4659,651.5641,24.7285
1,Line,5.8358,,,,,,,,,,,,,,3,4.0157,0.2362,-1.2205,888.4659,651.5641,24.7285,882.8911,651.2362,26.4228
1,Line,5.7088,,,,,,,,,,,,,,4,3.7008,0.2756,-1.7717,882.8911,651.2362,26.4228,877.7535,650.8536,28.8823
1,Line,6.0571,,,,,,,,,,,,,,6,3.2677,0.3150,-2.8740,877.7535,650.8536,28.8823,873.2171,650.4163,32.8721
1,Line,6.4440,,,,,,,,,,,,,,9,-2.9134,-0.4724,3.5827,867.3143,643.9670,36.3701,871.3588,644.6229,31.3964
1,Line,6.1209,,,,,,,,,,,,,,76,-1.0236,-4.1339,-1.1417,876.3324,645.1148,27.2973,877.7535,650.8536,28.8823
1,Line,6.4639,,,,,,,,,,,,,,6,-3.5827,-0.3543,2.9528,871.3588,644.6229,31.3964,876.3324,645.1148,27.2973
1,Line,8.3001,,,,,,,,,,,,,,120,-2.2441,3.8189,4.0157,873.2171,650.4163,32.8721,876.3324,645.1148,27.2973
1,Line,6.2585,,,,,,,,,,,,,,179,4.2520,-0.0787,1.4961,882.3992,640.0318,83.5376,876.4964,640.1411,81.4607
1,Line,9.4034,,,,,,,,,,,,,,46,4.6850,4.8819,-0.3150,883.0004,646.9184,81.0235,876.4964,640.1411,81.4607
1,Line,7.3558,,,,,,,,,,,,,,85,0.4331,4.9606,-1.8110,883.0004,646.9184,81.0235,882.3992,640.0318,83.5376
1,Line,9.3994,,,,,,,,,,,,,,48,4.4882,5.0394,-0.5512,888.6299,647.0277,82.7725,882.3992,640.0318,83.5376
1,Line,5.8959,,,,,,,,,,,,,,1,-4.0551,-0.0787,-1.2598,883.0004,646.9184,81.0235,888.6299,647.0277,82.7725
1,Line,5.7940,,,,,,,,,,,,,,179,-3.7008,0.0394,-1.9291,877.8628,646.9731,78.3454,883.0004,646.9184,81.0235
1,Line,6.4087,,,,,,,,,,,,,,4,-4.4094,-0.2756,1.3386,881.9619,645.4427,24.2912,888.0833,645.8253,22.4330
1,Line,8.4945,,,,,,,,,,,,,,134,-3.7402,3.8976,2.8740,882.8911,651.2362,26.4228,888.0833,645.8253,22.4330
1,Line,5.8256,,,,,,,,,,,,,,3,4.1732,0.1969,-0.3937,894.2594,651.8374,24.1819,888.4659,651.5641,24.7285
1,Line,6.4312,,,,,,,,,,,,,,3,-4.6063,-0.2362,0.4331,888.0833,645.8253,22.4330,894.4780,646.1532,21.8318
1,Line,8.5915,,,,,,,,,,,,,,138,-4.3307,3.8976,2.0866,888.4659,651.5641,24.7285,894.4780,646.1532,21.8318
1,Line,8.1488,,,,,,,,,,,,,,109,-1.3386,3.8189,4.2520,869.5005,649.9244,37.2992,871.3588,644.6229,31.3964
1,Line,6.4616,,,,,,,,,,,,,,135,0.4724,-0.4724,4.6063,862.5046,641.5075,60.7464,861.8488,642.1634,54.3517
1,Line,8.4802,,,,,,,,,,,,,,61,2.3622,4.2126,3.7402,865.1281,648.0115,59.5439,861.8488,642.1634,54.3517
1,Line,5.7911,,,,,,,,,,,,,,39,0.4331,0.3543,-4.1339,865.1281,648.9407,48.0117,864.5269,648.4488,53.7505
1,Line,8.2660,,,,,,,,,,,,,,70,1.4961,4.0157,4.1339,864.5269,648.4488,53.7505,862.4500,642.8739,48.0117
1,Line,6.6316,,,,,,,,,,,,,,66,-1.9291,-4.3701,0.0000,862.4500,642.8739,48.0117,865.1281,648.9407,48.0117
1,Line,6.8585,,,,,,,,,,,,,,67,-1.9291,-4.5276,0.4331,861.8488,642.1634,54.3517,864.5269,648.4488,53.7505
1,Line,7.1155,,,,,,,,,,,,,,68,-1.8898,-4.6850,0.8661,862.5046,641.5075,60.7464,865.1281,648.0115,59.5439
1,Line,5.8033,,,,,,,,,,,,,,168,-1.2598,0.2756,-3.9764,865.1281,648.0115,59.5439,866.8771,647.6289,65.0641
1,Line,8.6737,,,,,,,,,,,,,,54,3.1496,4.4094,3.1102,866.8771,647.6289,65.0641,862.5046,641.5075,60.7464
1,Line,5.8410,,,,,,,,,,,,,,144,-0.4331,0.3150,-4.1732,864.5269,648.4488,53.7505,865.1281,648.0115,59.5439
1,Line,6.3846,,,,,,,,,,,,,,164,1.3780,-0.3937,4.3701,864.4176,640.9610,66.8131,862.5046,641.5075,60.7464
1,Line,8.1839,,,,,,,,,,,,,,96,-0.3937,3.9370,4.3701,866.7678,649.4326,42.4368,867.3143,643.9670,36.3701
1,Line,6.4136,,,,,,,,,,,,,,70,-1.5748,-4.2913,-0.6693,867.3143,643.9670,36.3701,869.5005,649.9244,37.2992
1,Line,6.2972,,,,,,,,,,,,,,7,-2.1654,-0.2756,3.9764,864.3083,643.5844,41.8903,867.3143,643.9670,36.3701
1,Line,6.2606,,,,,,,,,,,,,,72,-1.3386,-4.1732,-1.0630,871.3588,644.6229,31.3964,873.2171,650.4163,32.8721
1,Line,5.8012,,,,,,,,,,,,,,8,2.6772,0.3543,-3.1890,873.2171,650.4163,32.8721,869.5005,649.9244,37.2992
1,Line,5.8399,,,,,,,,,,,,,,10,1.9685,0.3543,-3.7008,869.5005,649.9244,37.2992,866.7678,649.4326,42.4368
1,Line,5.8318,,,,,,,,,,,,,,17,1.1811,0.3543,-4.0157,866.7678,649.4326,42.4368,865.1281,648.9407,48.0117
1,Line,6.4080,,,,,,,,,,,,,,50,-0.4331,-0.5118,4.5669,861.8488,642.1634,54.3517,862.4500,642.8739,48.0117
1,Line,6.3678,,,,,,,,,,,,,,67,-1.7717,-4.2126,-0.3937,864.3083,643.5844,41.8903,866.7678,649.4326,42.4368
1,Line,6.4366,,,,,,,,,,,,,,21,-1.3386,-0.5118,4.4094,862.4500,642.8739,48.0117,864.3083,643.5844,41.8903
1,Line,8.1751,,,,,,,,,,,,,,81,0.5906,3.8583,4.4094,865.1281,648.9407,48.0117,864.3083,643.5844,41.8903
1,Line,9.0180,,,,,,,,,,,,,,172,-2.6772,0.3937,-5.9055,860.2638,645.1148,67.3596,863.9803,644.5682,75.5579
1,Line,6.0014,,,,,,,,,,,,,,179,3.2283,-0.0787,2.8740,915.3564,651.8920,32.8721,910.8746,652.0014,28.8823
1,Line,9.2637,,,,,,,,,,,,,,139,4.8819,-4.1732,1.8110,917.6519,646.2079,31.3964,910.8746,652.0014,28.8823
1,Line,6.4303,,,,,,,,,,,,,,1,-4.0945,-0.0394,-2.1654,906.9941,646.3172,24.2912,912.6782,646.3719,27.2973
1,Line,9.0563,,,,,,,,,,,,,,141,5.0394,-4.0945,0.6299,912.6782,646.3719,27.2973,905.6824,652.0560,26.4228
1,Line,6.2608,,,,,,,,,,,,,,103,-0.9449,4.1339,1.5354,905.6824,652.0560,26.4228,906.9941,646.3172,24.2912
1,Line,6.1202,,,,,,,,,,,,,,108,-1.2992,4.0551,1.1417,910.8746,652.0014,28.8823,912.6782,646.3719,27.2973
1,Line,6.3053,,,,,,,,,,,,,,112,-1.6535,4.0945,1.0630,915.3564,651.8920,32.8721,917.6519,646.2079,31.3964
1,Line,6.4189,,,,,,,,,,,,,,175,-2.9134,0.2362,-3.5827,917.6519,646.2079,31.3964,921.6964,645.8800,36.3701
1,Line,9.4115,,,,,,,,,,,,,,137,4.5669,-4.3307,2.5197,921.6964,645.8800,36.3701,915.3564,651.8920,32.8721
1,Line,6.4472,,,,,,,,,,,,,,178,-3.5827,0.1181,-2.9528,912.6782,646.3719,27.2973,917.6519,646.2079,31.3964
1,Line,5.8197,,,,,,,,,,,,,,177,2.7165,-0.1575,3.1890,919.1276,651.6734,37.2992,915.3564,651.8920,32.8721
1,Line,8.7902,,,,,,,,,,,,,,140,4.7638,-3.9764,-1.2598,900.8727,646.3172,22.4330,894.2594,651.8374,24.1819
1,Line,6.1547,,,,,,,,,,,,,,92,-0.1575,4.0945,1.6929,894.2594,651.8374,24.1819,894.4780,646.1532,21.8318
1,Line,5.8746,,,,,,,,,,,,,,1,4.2126,0.0787,0.3937,900.1075,651.9467,24.7285,894.2594,651.8374,24.1819
1,Line,9.7656,,,,,,,,,,,,,,61,-2.9134,-5.1969,3.7402,906.9394,640.9063,83.5376,910.9839,648.1208,78.3454
1,Line,6.2768,,,,,,,,,,,,,,5,4.2520,0.3543,-1.4961,912.8422,641.3982,81.4607,906.9394,640.9063,83.5376
1,Line,6.4250,,,,,,,,,,,,,,1,-4.6063,-0.1181,-0.4331,894.4780,646.1532,21.8318,900.8727,646.3172,22.4330
1,Line,6.3972,,,,,,,,,,,,,,180,-4.4094,0.0000,-1.3386,900.8727,646.3172,22.4330,906.9941,646.3172,24.2912
1,Line,5.7456,,,,,,,,,,,,,,179,3.7402,-0.0394,1.7717,910.8746,652.0014,28.8823,905.6824,652.0560,26.4228
1,Line,6.1275,,,,,,,,,,,,,,98,-0.5512,4.0551,1.6535,900.1075,651.9467,24.7285,900.8727,646.3172,22.4330
1,Line,5.8277,,,,,,,,,,,,,,1,4.0157,0.0787,1.2205,905.6824,652.0560,26.4228,900.1075,651.9467,24.7285
1,Line,8.9055,,,,,,,,,,,,,,141,4.9606,-4.0551,-0.3150,906.9941,646.3172,24.2912,900.1075,651.9467,24.7285
1,Line,5.8284,,,,,,,,,,,,,,173,1.9685,-0.2362,3.7008,921.8603,651.3455,42.4368,919.1276,651.6734,37.2992
1,Line,6.4621,,,,,,,,,,,,,,50,0.4331,0.5118,-4.6063,927.2712,644.4589,54.3517,926.6700,643.7484,60.7464
1,Line,5.7953,,,,,,,,,,,,,,16,-1.2205,-0.3543,3.9764,921.9150,649.5419,65.0641,923.6093,650.0338,59.5439
1,Line,6.8463,,,,,,,,,,,,,,117,-2.2441,4.3701,-0.4331,924.1559,650.5257,53.7505,927.2712,644.4589,54.3517
1,Line,5.8399,,,,,,,,,,,,,,42,-0.3937,-0.3543,4.1732,923.6093,650.0338,59.5439,924.1559,650.5257,53.7505
1,Line,10.0596,,,,,,,,,,,,,,110,1.8110,-4.8819,5.0394,926.6700,643.7484,60.7464,924.1559,650.5257,53.7505
1,Line,7.0936,,,,,,,,,,,,,,116,-2.2047,4.5276,-0.8661,923.6093,650.0338,59.5439,926.6700,643.7484,60.7464
1,Line,7.3050,,,,,,,,,,,,,,115,-2.1260,4.6457,-1.2598,921.9150,649.5419,65.0641,924.8664,643.0925,66.8131
1,Line,6.3968,,,,,,,,,,,,,,8,2.1654,0.3150,-4.0551,924.8664,643.0925,66.8131,921.8603,642.6553,72.4426
1,Line,10.0931,,,,,,,,,,,,,,90,-0.0394,-4.9606,5.3150,921.8603,642.6553,72.4426,921.9150,649.5419,65.0641
1,Line,6.3631,,,,,,,,,,,,,,20,1.2992,0.4724,-4.3701,926.6700,643.7484,60.7464,924.8664,643.0925,66.8131
1,Line,5.8399,,,,,,,,,,,,,,10,-1.9685,-0.3543,3.7008,919.1822,649.0500,70.2017,921.9150,649.5419,65.0641
1,Line,5.8392,,,,,,,,,,,,,,167,1.2205,-0.2756,4.0157,923.5547,650.9629,48.0117,921.8603,651.3455,42.4368
1,Line,9.6183,,,,,,,,,,,,,,127,3.4252,-4.4882,4.0157,926.6154,645.1148,48.0117,921.8603,651.3455,42.4368
1,Line,6.3157,,,,,,,,,,,,,,176,-2.2047,0.1575,-3.9764,921.6964,645.8800,36.3701,924.7571,645.6613,41.8903
1,Line,9.4294,,,,,,,,,,,,,,133,4.0551,-4.3307,3.3071,924.7571,645.6613,41.8903,919.1276,651.6734,37.2992
1,Line,6.4052,,,,,,,,,,,,,,114,-1.8504,4.1732,0.6693,919.1276,651.6734,37.2992,921.6964,645.8800,36.3701
1,Line,6.4031,,,,,,,,,,,,,,117,-2.0866,4.0945,0.3937,921.8603,651.3455,42.4368,924.7571,645.6613,41.8903
1,Line,6.6006,,,,,,,,,,,,,,118,-2.2047,4.2126,0.0000,923.5547,650.9629,48.0117,926.6154,645.1148,48.0117
1,Line,6.4075,,,,,,,,,,,,,,135,-0.4724,0.4724,-4.5669,926.6154,645.1148,48.0117,927.2712,644.4589,54.3517
1,Line,9.8138,,,,,,,,,,,,,,120,2.6772,-4.6850,4.5669,927.2712,644.4589,54.3517,923.5547,650.9629,48.0117
1,Line,6.4205,,,,,,,,,,,,,,164,-1.3386,0.3937,-4.4094,924.7571,645.6613,41.8903,926.6154,645.1148,48.0117
1,Line,5.7868,,,,,,,,,,,,,,144,0.4331,-0.3150,4.1339,924.1559,650.5257,53.7505,923.5547,650.9629,48.0117
1,Line,5.8063,,,,,,,,,,,,,,4,-3.7008,-0.2756,1.9291,905.8463,647.7382,81.0235,910.9839,648.1208,78.3454
1,Line,9.4611,,,,,,,,,,,,,,87,-0.1181,-2.5984,-6.2992,924.8664,643.0925,66.8131,925.0304,646.6998,75.5579
1,Line,6.0094,,,,,,,,,,,,,,52,2.2835,2.9134,2.2441,925.0304,646.6998,75.5579,921.8603,642.6553,72.4426
1,Line,4.8977,,,,,,,,,,,,,,77,0.6693,2.9528,1.8110,902.4577,644.7322,87.4182,901.5286,640.6330,84.9040
1,Line,5.1946,,,,,,,,,,,,,,82,-0.4331,-2.9921,-2.2047,906.9394,640.9063,83.5376,907.5406,645.0601,86.5983
1,Line,7.0556,,,,,,,,,,,,,,140,3.2283,-2.7559,-2.7953,906.9394,640.9063,83.5376,902.4577,644.7322,87.4182
1,Line,7.8510,,,,,,,,,,,,,,61,-1.4567,-2.6772,-4.7638,926.6700,643.7484,60.7464,928.6923,647.4650,67.3596
1,Line,6.9972,,,,,,,,,,,,,,51,2.2441,2.7953,3.5433,930.3866,648.3394,59.2707,927.2712,644.4589,54.3517
1,Line,11.0259,,,,,,,,,,,,,,31,-4.0551,-2.4409,-6.3780,924.7571,645.6613,41.8903,930.3866,649.0500,50.7444
1,Line,12.3039,,,,,,,,,,,,,,41,-2.7165,-2.3228,-8.1102,926.6154,645.1148,48.0117,930.3866,648.3394,59.2707
1,Line,5.8356,,,,,,,,,,,,,,49,2.7559,3.1496,0.3937,928.6923,647.4650,67.3596,924.8664,643.0925,66.8131
1,Line,6.0884,,,,,,,,,,,,,,51,2.6772,3.3071,-1.0630,930.3866,648.3394,59.2707,926.6700,643.7484,60.7464
1,Line,12.9048,,,,,,,,,,,,,,157,-7.1654,3.1102,-5.0394,862.2860,648.5581,75.3940,872.2333,644.2403,82.3899
1,Line,5.0220,,,,,,,,,,,,,,125,2.0866,-2.9528,0.1181,872.2333,644.2403,82.3899,869.3366,648.3394,82.2259
1,Line,10.7189,,,,,,,,,,,,,,178,-5.9449,0.2362,-4.9213,863.9803,644.5682,75.5579,872.2333,644.2403,82.3899
1,Line,10.5896,,,,,,,,,,,,,,142,-4.0157,3.1496,-5.6693,858.4055,648.9407,67.6876,863.9803,644.5682,75.5579
1,Line,4.3378,,,,,,,,,,,,,,113,-1.2205,2.8740,-0.1181,862.2860,648.5581,75.3940,863.9803,644.5682,75.5579
1,Line,8.8537,,,,,,,,,,,,,,33,5.2362,3.3858,-1.3386,925.0304,646.6998,75.5579,917.7612,641.9994,77.4162
1,Line,4.8536,,,,,,,,,,,,,,92,-0.1181,2.9134,1.9291,894.5327,644.3496,88.2926,894.6966,640.3051,85.6145
1,Line,9.1152,,,,,,,,,,,,,,30,5.5906,3.1890,1.2992,902.4577,644.7322,87.4182,894.6966,640.3051,85.6145
1,Line,10.1791,,,,,,,,,,,,,,5,6.6535,0.5512,-3.0315,916.7774,645.8253,82.3899,907.5406,645.0601,86.5983
1,Line,5.9957,,,,,,,,,,,,,,48,-2.8346,-3.1890,-0.6693,912.8422,641.3982,81.4607,916.7774,645.8253,82.3899
1,Line,11.0589,,,,,,,,,,,,,,27,-7.0866,-3.5433,0.8268,906.9394,640.9063,83.5376,916.7774,645.8253,82.3899
1,Line,6.0972,,,,,,,,,,,,,,46,2.7165,2.8346,1.9685,930.3866,649.0500,50.7444,926.6154,645.1148,48.0117
1,Line,5.8800,,,,,,,,,,,,,,3,-4.2126,-0.1969,0.3937,894.4234,647.1370,83.3190,900.2715,647.4103,82.7725
1,Line,9.4678,,,,,,,,,,,,,,52,-4.0157,-5.1181,2.0472,894.6966,640.3051,85.6145,900.2715,647.4103,82.7725
1,Line,7.2124,,,,,,,,,,,,,,92,0.1969,-4.9213,1.6535,894.6966,640.3051,85.6145,894.4234,647.1370,83.3190
1,Line,7.5993,,,,,,,,,,,,,,41,3.9370,3.3858,-1.7323,906.3382,651.0176,20.0281,900.8727,646.3172,22.4330
1,Line,6.1773,,,,,,,,,,,,,,95,0.2756,-3.3858,2.8740,900.8727,646.3172,22.4330,900.4901,651.0176,18.4431
1,Line,6.8766,,,,,,,,,,,,,,3,4.9213,0.2362,-0.5118,901.5286,640.6330,84.9040,894.6966,640.3051,85.6145
1,Line,5.5874,,,,,,,,,,,,,,3,3.8976,0.1969,-0.9843,906.9394,640.9063,83.5376,901.5286,640.6330,84.9040
1,Line,7.3614,,,,,,,,,,,,,,99,0.7874,-4.9213,1.8110,906.9394,640.9063,83.5376,905.8463,647.7382,81.0235
1,Line,9.1753,,,,,,,,,,,,,,59,-3.1102,-5.1181,2.7953,901.5286,640.6330,84.9040,905.8463,647.7382,81.0235
1,Line,7.2149,,,,,,,,,,,,,,101,0.9055,-4.8819,1.5354,901.5286,640.6330,84.9040,900.2715,647.4103,82.7725
1,Line,5.8520,,,,,,,,,,,,,,3,-4.0157,-0.2362,1.2598,900.2715,647.4103,82.7725,905.8463,647.7382,81.0235
1,Line,8.8678,,,,,,,,,,,,,,29,5.1181,2.8740,2.5197,924.7571,650.1977,34.8944,917.6519,646.2079,31.3964
1,Line,5.8115,,,,,,,,,,,,,,68,1.2598,3.1890,-2.4016,919.4009,650.6350,28.0625,917.6519,646.2079,31.3964
1,Line,5.4944,,,,,,,,,,,,,,55,2.2047,3.1102,-1.0630,924.7571,650.1977,34.8944,921.6964,645.8800,36.3701
1,Line,9.8431,,,,,,,,,,,,,,29,-4.8425,-2.7165,-4.4094,921.6964,645.8800,36.3701,928.4190,649.6512,42.4915
1,Line,5.4488,,,,,,,,,,,,,,47,2.6378,2.8740,0.4331,928.4190,649.6512,42.4915,924.7571,645.6613,41.8903
1,Line,11.3884,,,,,,,,,,,,,,138,-3.8583,3.4252,-6.3780,912.2957,650.9629,22.5423,917.6519,646.2079,31.3964
1,Line,8.4433,,,,,,,,,,,,,,39,-4.3307,-3.5039,2.4409,894.4780,646.1532,21.8318,900.4901,651.0176,18.4431
1,Line,6.3795,,,,,,,,,,,,,,98,-0.4724,3.3858,-3.0709,906.3382,651.0176,20.0281,906.9941,646.3172,24.2912
1,Line,6.2706,,,,,,,,,,,,,,92,0.1181,-3.3465,3.0315,894.4780,646.1532,21.8318,894.3141,650.7989,17.6233
1,Line,7.2628,,,,,,,,,,,,,,41,-3.8189,-3.3465,1.2598,906.9941,646.3172,24.2912,912.2957,650.9629,22.5423
1,Line,6.6207,,,,,,,,,,,,,,95,-0.2756,3.3071,-3.4252,912.2957,650.9629,22.5423,912.6782,646.3719,27.2973
1,Line,5.5818,,,,,,,,,,,,,,1,3.8976,0.0787,0.9843,887.8101,640.1411,84.9040,882.3992,640.0318,83.5376
1,Line,5.6983,,,,,,,,,,,,,,2,3.7008,0.1181,-1.7717,882.0713,674.3554,26.3681,876.9337,674.1914,28.8276
1,Line,24.1081,,,,,,,,,,,,,,103,-3.8583,16.6929,2.8346,872.3973,674.0275,32.8175,877.7535,650.8536,28.8823
1,Line,23.1338,,,,,,,,,,,,,,92,0.5906,-16.6535,0.0394,882.8911,651.2362,26.4228,882.0713,674.3554,26.3681
1,Line,23.0246,,,,,,,,,,,,,,92,0.5906,-16.5748,0.0394,888.4659,651.5641,24.7285,887.6461,674.5740,24.6738
1,Line,5.8307,,,,,,,,,,,,,,2,4.0157,0.1575,-1.2205,887.6461,674.5740,24.6738,882.0713,674.3554,26.3681
1,Line,23.3523,,,,,,,,,,,,,,92,0.5906,-16.8110,0.0394,877.7535,650.8536,28.8823,876.9337,674.1914,28.8276
1,Line,5.7813,,,,,,,,,,,,,,2,2.6772,0.0787,-3.1890,872.3973,674.0275,32.8175,868.6807,673.9181,37.2446
1,Line,24.6763,,,,,,,,,,,,,,98,-2.5591,17.2047,3.6614,865.9479,673.8088,42.3822,869.5005,649.9244,37.2992
