Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,113.1790,27.0283,342.8613,113.1790,27.0283
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,23.2457,27.0868,339.7552,23.2457,27.0868
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.3062,0.6821,40.2212,183.4124,0.6821,40.2212
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,93.0929,40.2462,342.8613,93.0929,40.2462
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,19.5537,16.8238,342.8613,19.5537,16.8238
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.3062,-17.0896,31.6137,183.4124,-17.0896,31.6137
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,11.2550,4.1813,342.8613,11.2550,4.1813
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,-12.3090,-0.2294,339.7552,-12.3090,-0.2294
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,20.8227,8.6593,339.7552,20.8227,8.6593
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,-24.4360,20.8016,339.7552,-24.4360,20.8016
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,24.0721,20.8016,339.7552,24.0721,20.8016
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.3062,2.9453,1.0921,183.4124,2.9453,1.0921
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,224.0196,714.2537,56.3424,224.0196,714.2537,46.7416
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,223.4401,727.0485,56.3424,223.4401,727.0485,46.7416
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,-23.9232,27.1419,186.5185,-23.9232,27.1419
1,Line,,,,,,,153.2366,,,,,,,,180,-153.2366,0.0000,0.0000,186.5185,-28.3613,46.7416,339.7552,-28.3613,46.7416
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.3062,-13.6622,35.4673,183.4124,-13.6622,35.4673
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.3062,7.8378,2.7136,183.4124,7.8378,2.7136
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,260.2566,771.3269,56.3424,260.2566,771.3269,46.7416
1,Line,,,,,,,9.6008,,,,,,,,0,0.0000,0.0000,9.6008,271.9999,771.9584,56.3424,271.9999,771.9584,46.7416
